2800,5994165,0.280,1
2800,5215591,0.180,1
2800,5215585,0.175,1
2800,5215559,0.180,1
2800,5215558,0.180,1
2800,5215555,0.180,1
2800,5215554,0.180,1
2800,5215553,0.180,1
2800,5215552,0.180,1
2800,5215551,0.180,1
2800,5215550,0.180,1
2800,5215531,0.180,1
2800,5215530,0.180,1
2800,5215526,0.180,1
2800,5215525,0.180,1
2800,5215522,0.180,1
2800,5215521,0.180,1
2800,5215519,0.180,1
2800,5215514,0.180,1
2800,5215512,0.180,1
2800,5215511,0.180,1
2800,5215510,0.180,1
2800,3520291,0.510,1
2800,1876999,0.470,1
2800,1876997,0.470,1
2800,1876995,0.470,1
2800,1876990,0.470,1
2800,1876980,0.470,1
2800,1876919,0.470,1
2800,1876909,0.470,1
2800,1876879,0.470,1
2800,1876878,0.470,1
2800,1876877,0.470,1
2800,1876875,0.470,1
2800,1876874,0.470,1
2800,1876873,0.470,1
2800,1876872,0.470,1
2800,1876871,0.470,1
2800,1876870,0.470,1
2800,1876819,0.470,1
2800,1876818,0.470,1
2800,1876817,0.470,1
2800,1876816,0.470,1
2800,1876815,0.470,1
2800,1876814,0.470,1
2800,1876813,0.470,1
2800,1876812,0.470,1
2800,1876809,0.470,1
2800,1876808,0.470,1
2800,1876807,0.470,1
2800,1876806,0.470,1
2800,1876805,0.470,1
2800,1876804,0.470,1
2800,1876799,0.470,1
2800,1876798,0.470,1
2800,1876797,0.470,1
2800,1876796,0.470,1
2800,1876793,0.470,1
2800,1876792,0.470,1
2800,1876791,0.470,1
2800,1876790,0.470,1
2800,1876789,0.470,1
2800,1876788,0.470,1
2800,1876787,0.470,1
2800,1876784,0.470,1
2800,1876783,0.470,1
2800,1876782,0.470,1
2800,1876781,0.470,1
2800,1876707,0.470,1
2800,1876700,0.470,1
2800,1876699,0.470,1
2800,1876494,0.470,1
2800,1876493,0.470,1
2800,1876492,0.470,1
2800,1876491,0.470,1
2800,1876490,0.470,1
2800,1876445,0.470,1
2800,1876443,0.470,1
2800,1876442,0.470,1
2800,1876441,0.470,1
2800,1876440,0.470,1
2800,1876419,0.470,1
2800,1876418,0.470,1
2800,1876417,0.470,1
2800,1876416,0.470,1
2800,1876414,0.470,1
2800,1876413,0.470,1
2800,1876412,0.470,1
2800,1876410,0.470,1
2800,1876322,0.470,1
2800,1876321,0.470,1
2800,1876320,0.470,1
2800,1876304,0.470,1
2800,1876303,0.470,1
2800,1876302,0.470,1
2800,1876301,0.470,1
2800,1876210,0.470,1
2800,1868678,0.410,1
2800,1868620,0.410,1
2800,1809986,0.260,1
2800,1809982,0.260,1
2800,1809981,0.260,1
2800,1809980,0.260,1
2800,1809979,0.260,1
2800,1809978,0.260,1
2800,1809977,0.260,1
2800,1809975,0.260,1
2800,1809974,0.260,1
2800,1809973,0.260,1
2800,1809972,0.260,1
2800,1809969,0.260,1
2800,1809968,0.260,1
2800,1809967,0.260,1
2800,1809966,0.260,1
2800,1809965,0.260,1
2800,1809964,0.260,1
2800,1809963,0.260,1
2800,1809962,0.260,1
2800,1809961,0.260,1
2800,1809953,0.260,1
2800,1809952,0.260,1
2800,1809946,0.260,1
2800,1809945,0.260,1
2800,1809944,0.260,1
2800,1809943,0.260,1
2800,1809942,0.260,1
2800,1809941,0.260,1
2800,1809940,0.260,1
2800,1809939,0.260,1
2800,1809938,0.260,1
2800,1809932,0.260,1
2800,1809929,0.260,1
2800,1809928,0.260,1
2800,1809918,0.260,1
2800,1809917,0.260,1
2800,1809916,0.260,1
2800,1809915,0.260,1
2800,1809914,0.260,1
2800,1809913,0.260,1
2800,1809912,0.260,1
2800,1809890,0.260,1
2800,1809889,0.260,1
2800,1809888,0.260,1
2800,1809886,0.260,1
2800,1809885,0.260,1
2800,1809884,0.260,1
2800,1809883,0.260,1
2800,1809882,0.260,1
2800,1809881,0.260,1
2800,1809880,0.260,1
2800,1809879,0.260,1
2800,1809878,0.260,1
2800,1809877,0.260,1
2800,1809876,0.260,1
2800,1809875,0.260,1
2800,1809874,0.260,1
2800,1809873,0.260,1
2800,1809871,0.260,1
2800,1809858,0.260,1
2800,1809857,0.260,1
2800,1809856,0.260,1
2800,1809855,0.260,1
2800,1809854,0.260,1
2800,1809853,0.260,1
2800,1809852,0.260,1
2800,1809851,0.260,1
2800,1809850,0.260,1
2800,1809849,0.260,1
2800,1809848,0.260,1
2800,1809847,0.260,1
2800,1809846,0.260,1
2800,1809845,0.260,1
2800,1809844,0.260,1
2800,1809843,0.260,1
2800,1809842,0.260,1
2800,1809841,0.260,1
2800,1809840,0.260,1
2800,1809839,0.260,1
2800,1809838,0.260,1
2800,1809837,0.260,1
2800,1809836,0.260,1
2800,1809835,0.260,1
2800,1809834,0.260,1
2800,1809829,0.260,1
2800,1809818,0.260,1
2800,1809817,0.260,1
2800,1809816,0.260,1
2800,1809815,0.260,1
2800,1809806,0.260,1
2800,1809805,0.260,1
2800,1809804,0.260,1
2800,1809803,0.260,1
2800,1809802,0.260,1
2800,1809801,0.260,1
2800,1809796,0.260,1
2800,1809787,0.260,1
2800,1809786,0.260,1
2800,1809785,0.260,1
2800,1809777,0.260,1
2800,1809776,0.260,1
2800,1809775,0.260,1
2800,1809774,0.260,1
2800,1809773,0.260,1
2800,1809772,0.260,1
2800,1809771,0.260,1
2800,1809769,0.260,1
2800,1809768,0.260,1
2800,1809767,0.260,1
2800,1809765,0.260,1
2800,1809764,0.260,1
2800,1809763,0.260,1
2800,1809762,0.260,1
2800,1809761,0.260,1
2800,1809760,0.260,1
2800,1809759,0.260,1
2800,1809758,0.260,1
2800,1809757,0.260,1
2800,1809756,0.260,1
2800,1809754,0.260,1
2800,1809753,0.260,1
2800,1809752,0.260,1
2800,1809751,0.260,1
2800,1809750,0.260,1
2800,1809749,0.260,1
2800,1809747,0.260,1
2800,1809729,0.260,1
2800,1809727,0.260,1
2800,1809723,0.260,1
2800,1809721,0.260,1
2800,1809710,0.260,1
2800,1809707,0.260,1
2800,1809698,0.260,1
2800,1809697,0.260,1
2800,1809696,0.260,1
2800,1809694,0.260,1
2800,1809671,0.260,1
2800,1809670,0.260,1
2800,1809660,0.260,1
2800,1809659,0.260,1
2800,1809658,0.260,1
2800,1809656,0.260,1
2800,1809653,0.260,1
2800,1809652,0.260,1
2800,1809651,0.260,1
2800,1809650,0.260,1
2800,1809639,0.260,1
2800,1809637,0.260,1
2800,1809635,0.260,1
2800,1809634,0.260,1
2800,1809633,0.260,1
2800,1809632,0.260,1
2800,1809631,0.260,1
